,text,truth,tfidf_lr,tfidf_nb,freq_lr,freq_nb
943,"['[CLS]', 'obama', '##care', 'costing', '2', 'million', 'jobs', '.']",barely-true,half-true,half-true,half-true,half-true
944,"['[CLS]', 'liberals', 'figured', 'facebook', 'algorithm', 'people', 'getting', 'banned', 'facebook', 'somehow', 'conservatives', '.']",false,false,false,false,false
945,"['[CLS]', 'states', 'overall', 'revenues', 'returned', 'year', '2007', 'levels', '.']",true,barely-true,half-true,true,half-true
946,"['[CLS]', 'president', 'barack', 'obama', 'attended', 'islamic', 'madras', '##sa', '.']",barely-true,false,false,false,false
947,"['[CLS]', '2014', 'mid', '##ter', '##m', 'election', 'spending', 'left', 'right', 'equal', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
948,"['[CLS]', 'ex', '##piration', 'bush', '-', 'era', 'tax', 'cuts', '.', '.', '.', 'would', 'biggest', 'tax', 'increase', 'history', 'country', ',', '$', '4', '.', '6', 'trillion', '10', 'years', '.']",barely-true,mostly-true,mostly-true,mostly-true,mostly-true
949,"['[CLS]', 'violent', 'crime', 'since', 'last', 'year', 'sharpe', 'james', 'administration', '.', 'year', 'higher', '.', 'unemployment', 'rate', 'almost', '15', 'percent', '.', 'high', 'school', 'drop', '##out', 'rate', '50', 'percent', '.']",half-true,half-true,half-true,half-true,half-true
950,"['[CLS]', 'voted', 'every', 'year', 'wisconsin', '.']",false,false,false,false,false
951,"['[CLS]', 'spending', 'tremendous', 'amounts', 'money', 'educate', 'kids', '.', 'world', ',', '.', '1', 'per', 'pupil', 'factor', 'four', '.']",barely-true,mostly-true,mostly-true,false,mostly-true
952,"['[CLS]', 'obama', 'admitted', 'cap', 'trade', 'plan', 'would', 'cause', 'electricity', 'bills', 'sky', '##rock', '##et', '.']",true,false,false,false,false
953,"['[CLS]', 'says', 'john', 'corn', '##yn', 'dodged', 'draft', 'vietnam', 'war', '.']",pants-fire,false,half-true,false,half-true
954,"['[CLS]', 'baltimore', 'spends', 'third', 'highest', 'per', 'capita', 'public', 'schools', '.']",half-true,true,half-true,half-true,half-true
955,"['[CLS]', 'final', 'pitch', 'larsen', '##s', 'perfect', 'game', '1956', 'world', 'series', 'foot', 'half', 'probably', 'high', 'outside', '.']",half-true,true,mostly-true,mostly-true,mostly-true
956,"['[CLS]', 'financial', 'services', 'bill', 'end', '""', '-', 'big', '-', '-', 'fail', '.', '""']",barely-true,true,mostly-true,true,mostly-true
957,"['[CLS]', 'social', 'security', 'first', 'started', ',', '16', 'workers', 'every', 'retire', '##e', '.', 'today', 'three', 'workers', 'every', 'retire', '##e', 'soon', 'two', 'every', 'retire', '##e', '.']",true,half-true,half-true,half-true,half-true
958,"['[CLS]', 'medicare', 'med', '##ica', '##id', 'single', 'biggest', 'drivers', 'federal', 'deficit', 'federal', 'debt', 'huge', 'margin', '.']",mostly-true,half-true,half-true,half-true,half-true
959,"['[CLS]', 'every', 'republican', 'nominee', 'since', 'richard', 'nixon', ',', 'one', 'time', 'audit', ',', 'released', 'tax', 'returns', '.']",mostly-true,half-true,half-true,half-true,half-true
960,"['[CLS]', 'says', 'abortion', 'increases', 'risk', 'breast', 'cancer', '.']",pants-fire,half-true,half-true,half-true,half-true
961,"['[CLS]', 'says', 'rape', 'kit', 'used', 'clean', 'women', ',', 'basically', 'like', 'dil', '##ation', 'cure', '##tta', '##ge', '.']",pants-fire,false,mostly-true,barely-true,mostly-true
962,"['[CLS]', '12', 'years', 'house', ',', 'watched', 'district', 'go', 'solid', '##ly', 'democratic', 'district', 'heavily', 'solid', 'republican', 'district', '.']",half-true,true,true,true,true
963,"['[CLS]', 'rick', 'scott', 'invested', '$', '38', 'million', 'port', 'jacksonville', '##s', 'vital', 'mile', 'point', 'project', ',', 'covered', 'missing', 'federal', 'funds', 'project', '.']",mostly-true,barely-true,barely-true,barely-true,barely-true
964,"['[CLS]', 'debt', 'nearly', '$', '6', 'trillion', 'president', 'obama', 'sworn', 'office', '.']",false,true,false,true,false
965,"['[CLS]', '(', 'georgia', ')', 'collect', 'fewer', 'state', 'taxes', 'per', 'capita', 'state', 'although', 'state', 'taxes', 'low', ',', 'georgia', 'eighth', '-', '-', 'dependent', 'state', 'federal', 'government', '.']",mostly-true,true,half-true,true,half-true
966,"['[CLS]', 'action', 'milwaukee', 'county', 'board', 'provide', 'county', 'executive', 'level', 'security', 'governor', 'mayor', 'milwaukee', 'saving', 'taxpayers', '$', '300', ',', '000', '.']",pants-fire,half-true,half-true,half-true,half-true
967,"['[CLS]', 'says', 'le', '##bron', 'james', 'stops', 'paying', 'social', 'security', 'taxes', 'beginning', 'second', 'quarter', 'first', 'game', 'season', '.']",mostly-true,false,false,false,false
968,"['[CLS]', 'wisconsin', ',', 'stimulus', 'paid', 'bridge', 'bar', 'called', 'rusty', ""'"", 'back', '##water', 'saloon', '.', ""'"", 'got', 'great', 'burger', '##s', ',', 'new', 'jobs', '.']",barely-true,half-true,half-true,half-true,half-true
969,"['[CLS]', 'says', '$', '3', '.', '5', 'billion', 'state', 'revenue', 'supposed', 'dedicated', 'basic', 'needs', 'functions', 'diverted', 'make', 'books', 'look', 'balanced', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
970,"['[CLS]', 'bill', 'white', 'spent', 'city', 'billions', 'dollars', 'debt', '(', ')', 'saw', 'crime', 'rates', '##ar', 'backed', 'gun', 'control', '.']",barely-true,half-true,false,half-true,false
971,"['[CLS]', 'blue', 'cross', 'blue', 'shield', 'cancelled', 'individual', '(', 'health', 'care', ')', 'policies', 'state', 'texas', ',', 'effective', 'dec', '.', '31', '.']",pants-fire,barely-true,half-true,barely-true,half-true
972,"['[CLS]', 'recent', 'reports', 'state', 'u', '.', '.', 'customs', 'border', 'protection', 'app', '##re', '##hend', '##ed', 'several', 'members', 'known', 'islamist', 'terrorist', 'organizations', 'crossing', 'southern', 'border', 'recent', 'years', '.']",mostly-true,true,true,true,true
973,"['[CLS]', 'says', 'gas', 'pumps', 'different', 'parts', 'texas', 'missing', 'state', 'inspection', 'stick', '##ers', '/', 'inspections', 'date', '-', '-', '##s', 'cheating', 'consumers', '.']",half-true,true,true,true,true
974,"['[CLS]', 'says', 'gov', '.', 'scott', 'walkers', 'budget', 'includes', 'tax', 'breaks', 'corporations', 'rich', 'cost', 'state', 'wisconsin', 'taxpayers', '$', '2', '.', '3', 'billion', 'next', 'decade', '.']",half-true,false,half-true,false,half-true
975,"['[CLS]', 'state', 'budget', 'include', 'scholarship', 'money', 'minority', 'students', 'concession', 'senate', 'democrats', 'supporting', 'go', '##p', '-', 'initiated', 'transportation', 'bill', '.']",true,false,false,false,false
976,"['[CLS]', 'president', 'flag', '##rant', '##ly', 'def', '##ies', '2006', 'federal', 'law', 'ordering', 'construction', 'secure', 'border', 'fence', 'along', 'entire', 'mexican', 'border', '.']",barely-true,mostly-true,half-true,barely-true,half-true
977,"['[CLS]', 'corrupt', 'political', 'bosses', '.', 'money', 'laundering', '.', 'fraud', '.', 'another', 'day', 'office', 'vin', 'go', '##pal', '.']",pants-fire,false,false,half-true,false
978,"['[CLS]', 'people', 'going', 'de', '##port', 'good', 'reason', 'ended', 'becoming', 'citizens', '.', 'ended', 'becoming', 'citizens', '.', '800', '.', 'turns', 'might', '1', ',', '800', ',', '##t', 'even', 'know', '.']",mostly-true,false,false,false,false
979,"['[CLS]', 'according', 'article', 'economist', 'magazine', ',', 'americans', 'guaranteed', 'live', 'poverty', 'line', 'graduate', 'high', 'school', ',', 'keep', 'first', 'job', 'year', 'get', 'stay', 'married', '.']",half-true,true,true,true,true
980,"['[CLS]', '(', 'illinois', ')', 'fifth', '-', 'highest', 'tax', 'burden', 'country', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
981,"['[CLS]', 'says', 'new', 'york', 'giants', 'train', 'new', 'jersey', ',', 'play', 'new', 'jersey', 'players', 'live', 'new', 'jersey', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
982,"['[CLS]', 'chicago', ',', '##ve', 'thousands', 'shooting', '##s', ',', 'thousands', 'since', 'jan', '.', '1', '.', 'thousands', 'shooting', '##s', '.']",true,half-true,false,false,false
983,"['[CLS]', 'union', 'job', ',', '##e', 'making', 'average', '$', '950', 'week', '.', 'non', '-', 'union', 'job', ',', '##e', 'making', '$', '750', 'week', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
984,"['[CLS]', 'flood', 'communities', 'many', 'guns', 'easier', 'teenager', 'buy', 'g', '##lock', 'get', 'hands', 'computer', 'even', 'book', '.']",barely-true,half-true,half-true,half-true,half-true
985,"['[CLS]', 'says', 'mit', '##t', 'romney', 'flip', '-', 'flopped', 'taxpayer', 'protection', 'pledge', '.']",true,true,barely-true,true,barely-true
986,"['[CLS]', 'gerry', 'connolly', 'fellow', 'democrats', 'went', 'spending', 'sp', '##ree', 'credit', 'card', 'max', '##ed', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
987,"['[CLS]', 'united', 'states', ',', '50', 'percent', 'social', 'services', 'provided', 'catholic', 'church', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
988,"['[CLS]', 'jeff', 'mann', 'ethics', 'complaint', 'alleging', 'used', 'county', 'workers', 'campaign', 'work', ',', 'ind', '##ic', '##table', 'offense', '.']",half-true,mostly-true,half-true,mostly-true,half-true
989,"['[CLS]', 'central', 'falls', 'schools', '##fu', '##nded', 'state', 'money', 'much', '$', '8', 'million', '.']",half-true,false,false,false,false
990,"['[CLS]', 'says', '##hill', '##ary', '(', 'clinton', ')', 'wants', 'increase', 'number', '(', 'syrian', 'refugees', ')', '500', 'percent', '.']",mostly-true,false,false,false,false
991,"['[CLS]', '##ve', 'used', '(', 'generally', 'accepted', 'accounting', 'principles', ')', 'building', 'last', 'two', 'years', '.']",barely-true,true,half-true,false,half-true
992,"['[CLS]', 'benz', '##ene', 'never', 'proven', 'harmful', '.']",pants-fire,false,mostly-true,true,mostly-true
993,"['[CLS]', 'western', 'europeans', 'fly', 'united', 'states', 'without', 'even', 'visa', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
994,"['[CLS]', 'measures', 'barack', 'obama', ""'"", 'health', 'plan', 'could', '""', 'lower', 'health', 'care', 'costs', 'typical', 'family', '$', '2', ',', '500', 'year', '.', '""']",half-true,barely-true,half-true,barely-true,half-true
995,"['[CLS]', 'wisconsin', 'high', 'tax', 'fee', 'state', '.', 'look', 'money', 'state', 'local', 'governments', 'bring', 'residents', ',', 'middle', '.']",half-true,half-true,half-true,half-true,half-true
996,"['[CLS]', 'ninety', 'percent', 'tops', '##oi', '##l', 'inadequate', 'moisture', 'grow', 'crops', '.']",true,barely-true,true,barely-true,true
997,"['[CLS]', 'women', 'u', '.', '.', 'get', '23', 'percent', 'less', 'pay', 'men', 'exact', 'work', '.']",barely-true,barely-true,half-true,barely-true,half-true
998,"['[CLS]', 'says', 'gov', '.', 'scott', 'walker', 'made', 'dr', '##aco', '##nian', 'cuts', 'public', 'safety', 'budgets', 'put', 'police', 'officers', 'greater', 'risk', 'harm', '.']",false,half-true,half-true,half-true,half-true
999,"['[CLS]', '(', 'arc', 'tunnel', ')', 'project', 'originally', 'estimated', '$', '8', '.', '7', 'billion', ',', 'new', 'jersey', 'alone', 'hook', 'overrun', '##s', '.']",true,false,false,false,false
1000,"['[CLS]', 'says', 'philippines', 'century', 'ago', ',', 'gen', '.', 'john', 'per', '##shing', 'took', '50', 'bullets', ',', 'dipped', 'pigs', 'blood', ',', 'shot', '49', 'muslim', 'rebels', '.', '50th', 'person', ',', 'said', ',', 'go', 'back', 'people', ',', 'tell', 'happened', '.', '25', 'years', ',', '##t', 'problem', '.']",pants-fire,pants-fire,half-true,pants-fire,half-true
1001,"['[CLS]', 'support', 'gov', '.', 'john', 'ka', '##sic', '##hs', 'drilling', 'tax', 'plan']",false,half-true,half-true,false,half-true
1002,"['[CLS]', 'one', 'five', 'veterans', 'aged', '20', '24', '##t', 'find', 'job', 'support', 'family', 'ease', 'transition', 'civilian', 'life', '.']",mostly-true,true,true,true,true
1003,"['[CLS]', 'says', 'public', 'option', 'considered', 'health', 'care', 'law', 'backed', 'u', '.', '.', 'senate', 'candidate', 'tammy', 'baldwin', 'wildly', 'unpopular', '.']",false,barely-true,barely-true,barely-true,barely-true
1004,"['[CLS]', 'since', '1981', ',', 'reconciliation', 'used', '21', 'times', '.', ""'"", 'used', 'republicans', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
1005,"['[CLS]', 'admit', '100', ',', '000', 'lifetime', 'migrants', 'middle', 'east', 'year', '.']",mostly-true,false,false,false,false
1006,"['[CLS]', '##ve', 'seen', 'local', 'union', 'local', 'union', 'rush', 'school', 'boards', ',', 'city', 'councils', ',', 'technical', 'school', 'boards', 'rush', 'contracts', 'past', 'two', 'weeks', 'contributions', 'pension', 'contribution', 'health', 'care', '.']",barely-true,mostly-true,false,mostly-true,false
1007,"['[CLS]', 'polls', 'show', 'foreign', 'nations', 'lower', 'regard', 'u', '.', '.', 'obama', '##s', 'time', '.']",false,pants-fire,false,pants-fire,false
1008,"['[CLS]', 'says', 'ron', 'paul', '##t', 'believe', 'marriage', 'licenses', '.']",true,true,false,mostly-true,false
1009,"['[CLS]', 'scott', 'walker', 'supported', 'transportation', 'bill', '##s', 'attacking', '.', 'said', 'time', 'would', 'save', 'taxpayers', 'money', '.']",barely-true,false,false,false,false
1010,"['[CLS]', 'country', 'natural', 'gas', 'saudi', 'arabia', 'oil', '.']",barely-true,barely-true,half-true,barely-true,half-true
1011,"['[CLS]', 'eighth', 'grade', 'math', ',', '##ve', 'fallen', 'ninth', 'place', '.']",false,mostly-true,mostly-true,mostly-true,mostly-true
1012,"['[CLS]', 'tenure', 'governor', ',', 'wisconsin', '##s', 'overall', 'tax', 'burden', 'went', '.']",mostly-true,barely-true,half-true,barely-true,half-true
1013,"['[CLS]', 'rhode', 'island', 'spends', '52', 'percent', 'per', 'capita', 'human', 'service', 'programs', 'national', 'average', '.']",true,true,half-true,true,half-true
1014,"['[CLS]', 'analysis', 'showed', 'bernie', 'sanders', 'would', 'democratic', 'nomination', 'super', 'delegates', '.']",false,false,false,false,false
1015,"['[CLS]', 'jason', 'carter', 'never', 'passed', 'bill', 'tenure', 'state', 'senate', '.']",mostly-true,false,false,false,false
1016,"['[CLS]', 'says', 'hillary', 'clinton', 'set', 'aside', 'environmental', 'labor', 'rules', 'help', 'south', 'korean', 'company', 'record', 'violating', 'workers', 'rights', 'set', 'amounts', 'sweat', '##sho', '##p', 'haiti', '.']",barely-true,false,false,false,false
1017,"['[CLS]', 'says', 'republican', 'u', '.', '.', 'rep', '.', 'sean', 'duffy', 'voted', 'paying', 'soldiers', 'increasing', 'combat', 'pay', 'voting', 'protect', 'pay', '.']",false,barely-true,barely-true,barely-true,barely-true
1018,"['[CLS]', 'iraq', 'syria', ',', 'american', 'leadership', ',', 'including', 'military', 'power', ',', 'stopping', '(', 'islamic', 'states', ')', 'advance', '.']",half-true,true,mostly-true,true,mostly-true
1019,"['[CLS]', 'mccain', ""'"", 'attacks', 'obama', ""'"", 'true', ',', ""'"", ""'"", 'false', ',', ""'"", ""'"", 'bal', '##oney', ',', ""'"", 'according', 'media', 'outlets', '.']",half-true,true,half-true,true,half-true
1020,"['[CLS]', 'says', 'robert', 'hurt', 'supports', 'tax', 'loop', '##holes', 'send', 'american', 'jobs', 'overseas', '.']",false,half-true,half-true,half-true,half-true
1021,"['[CLS]', 'president', 'went', 'stimulus', '-', 'fueled', 'spending', 'bing', '##e', 'stuck', 'every', 'american', 'man', ',', 'woman', 'child', '$', '50', ',', '000', 'share', '$', '16', 'trillion', 'debt', '.']",false,true,true,true,true
1022,"['[CLS]', 'moved', '100', 'times', 'many', 'people', 'poverty', 'moved', 'president', '(', 'ronald', ')', 'reagan', 'office', ',', '40', 'percent', '##more', 'jobs', '.']",half-true,half-true,half-true,half-true,half-true
1023,"['[CLS]', 'rules', 'governing', '2016', 'republican', 'convention', ',', 'rules', 'set', '.']",mostly-true,half-true,true,true,true
1024,"['[CLS]', 'true', 'name', 'barak', 'hussein', 'mu', '##ham', '##med', 'obama', '.']",pants-fire,pants-fire,false,pants-fire,false
1025,"['[CLS]', 'ho', '##osi', '##ers', 'going', 'work', 'ever', '.']",half-true,half-true,half-true,half-true,half-true
1026,"['[CLS]', 'half', 'homes', 'california', ',', 'people', 'speak', 'language', 'english', 'homes', '.']",barely-true,barely-true,false,barely-true,false
1027,"['[CLS]', 'says', 'eliminated', 'epa', 'rule', 'treated', 'spilled', 'milk', 'like', 'oil', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
1028,"['[CLS]', '67', 'counties', '(', 'florida', ')', ',', '66', ',', 'unprecedented', '.', 'never', 'happened', '.']",pants-fire,pants-fire,false,false,false
1029,"['[CLS]', 'health', 'care', 'marketplace', '##s', 'privacy', 'protections', '.']",false,false,false,false,false
1030,"['[CLS]', 'boy', '##ce', 'gave', '(', 'lobby', '##ists', ')', 'wife', 'sensitive', 'job', 'treasurer', '##s', 'office', ',', 'job', 'boy', '##ce', 'admitted', 'made', 'available', 'mosque', '.']",false,half-true,half-true,half-true,half-true
1031,"['[CLS]', 'reason', 'national', 'debt', 'defense', 'spending', '.', 'driving', 'long', '-', 'term', 'debt', 'medicare', 'social', 'security', 'programs', '.']",mostly-true,mostly-true,half-true,mostly-true,half-true
1032,"['[CLS]', 'accuracy', 'obama', 'tax', 'cal', '##cula', '##tor']",half-true,half-true,half-true,half-true,half-true
1033,"['[CLS]', 'opposition', 'ear', '##marks']",true,true,true,true,true
1034,"['[CLS]', 'filed', 'every', 'disclosure', 'ever', 'required', '.']",true,true,true,true,true
1035,"['[CLS]', 'says', 'stood', 'gov', '.', 'scott', 'walker', 'tax', 'cuts', 'wealthy', 'corporations', 'congressional', 'opponent', 'voted', 'walker', '.']",half-true,false,half-true,false,half-true
1036,"['[CLS]', 'people', 'getting', 'killed', '(', 'ben', '##gh', '##azi', ')', ',', 'people', 'willing', 'risk', 'lives', 'go', 'save', ',', 'somebody', 'told', 'stand', '.']",false,barely-true,barely-true,barely-true,barely-true
1037,"['[CLS]', 'even', 'collective', 'bargaining', 'reforms', ',', 'wisconsin', 'public', 'employees', 'still', 'paying', '12', '13', 'percent', 'health', 'insurance', 'premium', '##s', ',', 'state', 'residents', 'work', 'private', 'sector', 'pay', '20', '25', 'percent', '.']",mostly-true,true,half-true,true,half-true
1038,"['[CLS]', '79', '##4', 'law', 'enforcement', 'officers', 'fallen', 'line', 'duty', 'since', 'b', '.', 'h', '.', 'obama', 'took', 'office', ',', 'special', 'recognition', 'white', 'house', '.']",pants-fire,mostly-true,mostly-true,mostly-true,mostly-true
1039,"['[CLS]', 'rhode', 'island', 'one', 'worst', 'states', 'income', 'equality', '.']",barely-true,false,mostly-true,mostly-true,mostly-true
1040,"['[CLS]', 'florida', '##s', 'proposed', 'health', 'care', 'freedom', 'act', 'allow', 'fl', '##ori', '##dian', '##s', 'opt', 'obama', '##s', 'govt', '.', 'takeover', 'healthcare', '!']",false,half-true,false,false,false
1041,"['[CLS]', 'authors', 'report', 'cia', '##s', 'torture', 'techniques', 'never', 'interviewed', 'single', 'cia', 'official', '.']",half-true,half-true,false,half-true,false
1042,"['[CLS]', 'common', 'core', 'education', 'washington', '.', 'c', '.']",false,false,false,false,false
1043,"['[CLS]', 'senate', 'version', 'health', 'care', 'reform', 'bill', 'allows', 'taxpayer', 'money', 'pay', 'directly', 'abortion', 'federal', 'community', 'health', 'centers', 'funded', 'bill', '.']",barely-true,barely-true,false,barely-true,false
1044,"['[CLS]', 'government', ""'"", 'spent', ',', 'lent', ',', 'committed', ""'"", '$', '12', '.', '8', 'trillion', 'attempt', 'blunt', 'recession', '.']",true,false,false,false,false
1045,"['[CLS]', 'sixty', '-', 'four', 'percent', 'americans', 'support', 'arizona', 'immigration', 'law', '.']",mostly-true,half-true,false,false,false
1046,"['[CLS]', 'governors', 'budget', 'proposal', 'reduces', 'state', 'aus', '##ter', '##ity', 'cut', 'education', '$', '500', 'million', '2016', '.']",true,mostly-true,mostly-true,mostly-true,mostly-true
1047,"['[CLS]', 'ad', 'attacking', 'rick', 'scott', ',', 'says', 'three', 'executives', 'columbia', '/', 'hc', '##ah', '##os', '##pit', '##al', 'chain', 'ran', 'indicted', '.']",half-true,half-true,half-true,half-true,half-true
1048,"['[CLS]', 'je', '##b', 'bush', 'recently', 'noted', ',', 'reagan', 'would', 'moderate', ',', 'reasonable', 'today', '##s', 'go', '##p', '.']",half-true,mostly-true,mostly-true,mostly-true,mostly-true
1049,"['[CLS]', 'one', 'person', ',', 'average', ',', 'day', 'murdered', 'philadelphia', '.']",half-true,true,mostly-true,mostly-true,mostly-true
1050,"['[CLS]', 'says', 'tax', 'code', 'effectively', 'sub', '##si', '##di', '##zing', 'marketing', 'efforts', 'fast', 'food', 'junk', 'food', 'companies', 'much', '$', '19', 'billion', '10', 'years', '.']",mostly-true,true,true,true,true
1051,"['[CLS]', 'says', 'sued', 'obama', 'administration', '25', 'times', '.']",true,barely-true,half-true,barely-true,half-true
1052,"['[CLS]', 'poor', '##est', 'counties', 'u', '.', '.', 'app', '##ala', '##chia', 'happen', '90', 'percent', 'white', '.']",half-true,true,true,true,true
1053,"['[CLS]', '2011', ',', 'milwaukee', 'public', 'schools', 'provide', '77', 'cents', 'employee', 'benefits', 'every', 'dollar', 'spends', 'wages', '.']",mostly-true,true,mostly-true,true,mostly-true
1054,"['[CLS]', 'researched', 'find', 'anybody', 'fox', 'news', 'ever', 'said', '##e', 'going', 'jail', '##t', 'buy', 'health', 'insurance', '.', 'nobody', '##s', 'ever', 'said', '.']",pants-fire,false,false,false,false
1055,"['[CLS]', 'catherine', 'co', '##rte', '##z', 'mast', '##os', 'last', 'term', 'attorney', 'general', ',', 'nevada', 'murder', 'went', '11', 'percent', ',', 'robbery', 'went', '28', 'percent', ',', 'rape', '51', 'percent', '.', 'co', '##rte', '##z', 'mast', '##o', 'left', 'office', ',', 'nevada', 'ranked', 'americas', 'third', 'dangerous', 'state', '.']",barely-true,half-true,half-true,half-true,half-true
1056,"['[CLS]', 'z', '-', 'visa', 'offered', 'senate', 'bill', 'let', 'everybody', ""'"", 'illegally', ',', 'criminals', ',', 'stay', 'rest', 'lives', '.']",false,half-true,half-true,false,half-true
1057,"['[CLS]', 'says', '##re', '##pu', '##bl', '##ica', '##n', 'darryl', 'glenn', '##has', 'described', 'democrats', 'evil', 'said', '##s', 'tired', 'hearing', 'republicans', 'reaching', 'across', 'aisle', '.']",true,true,true,true,true
1058,"['[CLS]', 'taxes', 'fees', 'amount', '20', 'percent', 'typical', '$', '300', 'round', '-', 'trip', 'domestic', 'ticket', '.', '##s', 'higher', 'taxes', 'products', 'like', 'alcohol', ',', 'tobacco', 'firearms', '.']",mostly-true,true,true,true,true
1059,"['[CLS]', 'stock', 'market', 'better', 'democratic', 'president', 'white', 'house', '.']",mostly-true,barely-true,false,false,false
1060,"['[CLS]', 'california', '##s', 'marijuana', 'legal', '##ization', 'initiative', ',', 'prop', '.', '64', 'allows', 'marijuana', 'smoking', 'ads', 'prime', 'time', ',', 'programs', 'millions', 'children', 'teenage', 'viewers', '.']",barely-true,half-true,half-true,half-true,half-true
1061,"['[CLS]', '2009', ',', 'jim', 'doyle', 'democrats', 'rushed', 'budget', 'repair', 'bill', 'billions', 'tax', 'increases', 'held', 'public', 'hearings', '.']",barely-true,mostly-true,false,mostly-true,false
1062,"['[CLS]', 'michelle', 'nun', '##n', 'praised', 'occupy', 'movement', '.']",barely-true,barely-true,barely-true,barely-true,barely-true
1063,"['[CLS]', 'austin', 'gone', '24th', 'cong', '##ested', 'city', '10', 'years', 'ago', 'fourth', 'cong', '##ested', 'cong', '##ested', 'nyc', '.']",half-true,false,false,false,false
1064,"['[CLS]', 'says', 'gov', '.', 'chris', 'christie', '##s', 'proposed', 'budget', 'biggest', 'spending', 'budget', 'history', 'state', 'new', 'jersey', '.', 'largest', 'nation', 'point', 'time', '.']",false,false,false,false,false
1065,"['[CLS]', 'says', 'president', 'barack', '##ob', '##ama', 'issued', 'upwards', '1', ',', '000', 'executive', 'orders', ',', 'modern', 'president', '.']",pants-fire,pants-fire,false,pants-fire,false
1066,"['[CLS]', 'says', 'state', 'sen', '.', 'paul', 'sar', '##lo', 'said', 'february', 'nj', '##tv', ',', 'tax', 'increases', 'budget', 'voted', 'night', 'senate', 'budget', 'committee', 'raise', 'income', 'taxes', '$', '800', 'million', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
1067,"['[CLS]', 'countries', 'allow', 'gay', 'marriage', ',', 'rates', 'heterosexual', 'marriage', '""', 'plum', '##met', '##ed', 'counties', 'northern', 'europe', '80', 'percent', 'first', '-', 'born', 'children', 'born', 'wed', '##lock', '.', '""']",barely-true,true,true,true,true
1068,"['[CLS]', 'director', 'fbi', 'said', 'cannot', 'figure', '(', 'syrian', 'refugees', ')', ',', 'intentions', ',', 'information', ',', '##t', 'contact', 'syrian', 'government', 'people', 'ground', 'able', 'determine', '.']",half-true,true,false,true,false
1069,"['[CLS]', 'poll', ',', '53', 'percent', 'young', 'republican', 'voters', '.', '.', '.', 'age', '35', 'said', 'would', 'describe', 'climate', '[', 'change', ']', 'den', '##ier', 'ignorant', ',', 'touch', 'crazy', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
1070,"['[CLS]', 'says', '-', '-', 'state', 'abortion', 'clinics', 'marketed', 'services', 'minors', 'states', 'parental', 'consent', 'laws', '.']",true,true,true,true,true
1071,"['[CLS]', 'president', 'obama', '##s', 'american', 'recovery', 'rein', '##ves', '##tment', 'act', '(', ')', 'fancy', 'name', 'almost', 'trillion', '-', 'dollar', 'spending', 'bill', '.', 'ar', '##ra', 'supposed', 'fix', 'crumbling', 'roads', 'bridges', ',', ',', 'absolutely', 'nothing', 'show', '.']",barely-true,half-true,half-true,half-true,half-true
1072,"['[CLS]', 'louie', 'go', '##hm', '##ert', 'texas', 'compared', 'current', 'general', '-', '-', 'charge', 'egypt', 'george', 'washington', '.']",mostly-true,true,false,false,false
1073,"['[CLS]', 'florida', 'taken', 'stimulus', ',', 'would', 'led', 'firing', '20', ',', '000', 'teachers', '.']",mostly-true,half-true,half-true,half-true,half-true
1074,"['[CLS]', 'says', 'k', '##kk', 'marched', '##bane', ',', 'n', '.', 'c', '.', ',', 'trump', '##s', 'victory']",false,pants-fire,false,false,false
1075,"['[CLS]', 'illegal', 'immigrants', 'currently', 'occupy', '8', 'million', 'jobs', '.']",mostly-true,barely-true,false,barely-true,false
1076,"['[CLS]', 'michelle', 'nun', '##ns', 'plan', 'says', 'funded', 'organizations', 'linked', 'terrorists', '.']",pants-fire,barely-true,barely-true,barely-true,barely-true
1077,"['[CLS]', 'university', 'texas', 'undergraduate', 'student', 'debt', 'less', '$', '21', ',', '000', 'probably', 'one', 'lowest', 'debts', 'across', 'nation', '.']",mostly-true,mostly-true,mostly-true,mostly-true,mostly-true
1078,"['[CLS]', 'iran', 'sanctions']",false,false,false,false,false
1079,"['[CLS]', 'recent', 'report', 'premium', '##s', 'medicare', 'payroll', '##holding', '##s', 'paying', 'half', 'program', '.', 'financially', 'solvent', '.']",mostly-true,mostly-true,false,false,false
1080,"['[CLS]', 'closing', 'states', 'wage', 'gap', 'would', 'make', '$', '9', 'billion', 'difference', 'missouri', 'women', '.']",mostly-true,mostly-true,mostly-true,false,mostly-true
1081,"['[CLS]', 'right', ',', 'one', 'third', 'illegal', 'aliens', 'going', 'california', '.']",half-true,false,false,false,false
1082,"['[CLS]', 'look', 'worldwide', ',', 'number', 'terrorist', 'incidents', 'substantially', 'increased', '.']",barely-true,half-true,half-true,true,half-true
